0.000000, 99.481722
0.050000, 99.441280
0.100000, 99.483749
0.150000, 99.484161
0.200000, 99.444815
0.250000, 99.462007
0.300000, 99.353823
0.350000, 99.496274
0.400000, 99.417884
0.450000, 99.452704
0.500000, 99.442310
0.550000, 99.454924
0.600000, 99.429429
0.650000, 99.474732
0.700000, 99.426269
0.750000, 99.433548
0.800000, 99.478683
0.850000, 99.399281
0.900000, 99.401033
0.950000, 99.516713
1.000000, 99.448677
1.050000, 99.538286
1.100000, 99.468234
1.150000, 99.462758
1.200000, 99.350349
1.250000, 99.365511
1.300000, 99.526457
1.350000, 99.465262
1.400000, 99.555226
1.450000, 99.466831
1.500000, 99.454910
1.550000, 99.427343
1.600000, 99.441142
1.650000, 99.428500
1.700000, 99.389165
1.750000, 99.371849
1.800000, 99.406074
1.850000, 99.407940
1.900000, 99.417496
1.950000, 99.507300
2.000000, 99.370662
2.050000, 99.504291
2.100000, 99.415310
2.150000, 99.408619
2.200000, 99.416708
2.250000, 99.409539
2.300000, 99.390463
2.350000, 99.382183
2.400000, 99.448639
2.450000, 99.445636
2.500000, 99.437943
2.550000, 99.484934
2.600000, 99.449641
2.650000, 99.464889
2.700000, 99.397085
2.750000, 99.452839
2.800000, 99.457310
2.850000, 99.548157
2.900000, 99.454602
2.950000, 99.441073
3.000000, 99.423610
3.050000, 99.405982
3.100000, 99.452262
3.150000, 99.441102
3.200000, 99.429484
3.250000, 99.344365
3.300000, 99.410918
3.350000, 99.448111
3.400000, 99.468616
3.450000, 99.525813
3.500000, 99.408701
3.550000, 99.379158
3.600000, 99.399988
3.650000, 99.432613
3.700000, 99.338361
3.750000, 99.441526
3.800000, 99.323807
3.850000, 99.481118
3.900000, 99.493729
3.950000, 99.402619
4.000000, 99.467251
4.050000, 99.410903
4.100000, 99.431725
4.150000, 99.373656
4.200000, 99.386121
4.250000, 99.494269
4.300000, 99.476864
4.350000, 99.437304
4.400000, 99.504960
4.450000, 99.500855
4.500000, 99.399706
4.550000, 99.431715
4.600000, 99.395607
4.650000, 99.405649
4.700000, 99.417285
4.750000, 99.305719
4.800000, 99.412323
4.850000, 99.480256
